SMILES;MW;LogP;HBD;HBA;TPSA;RotatableBonds;Lipinski;Veber;PAINS;Brenk;Status
O=C(OC1=C(F)C=CC=C1)NN2CC3=CC=CC=C3CC2;286.3060000000001;2.8874000000000013;1.0;3.0;41.57;2.0;True;True;False;False;
C/C(C)=N\NC(OC1=CC=CC=C1)=O;192.218;2.1708;1.0;3.0;50.690000000000005;2.0;True;True;False;True;
C/C(C1=CC=CC=C1)=N/NC(OC2=CC=CC=C2)=O;254.289;3.199200000000002;1.0;3.0;50.690000000000005;3.0;True;True;False;True;
O=C(OC1=CC=C(CC)C=C1)NN2CC3=CC=CC=C3CC2;296.3700000000001;3.3107000000000024;1.0;3.0;41.57;3.0;True;True;False;False;
O=C(OC1=C(C)C=CC=C1)NN2CC3=CC=CC=C3CC2;282.3430000000001;3.056720000000001;1.0;3.0;41.57;2.0;True;True;False;False;
O=C(OC1=C(Cl)C=CC=C1Cl)NN2CC3=CC=CC=C3CC2;337.20600000000013;4.055100000000002;1.0;3.0;41.57;2.0;True;True;False;False;
O=C(OC1=CC(C)=CC=C1)NN2CC3=CC=CC=C3CC2;282.3430000000001;3.056720000000001;1.0;3.0;41.57;2.0;True;True;False;False;
CC(CC1=C(C(C2=CC=C(Cl)C=C2)=O)SC(S(=O)(C)=O)=C31)(C)CC3=O;396.9170000000002;4.191100000000003;0.0;5.0;68.28;3.0;True;True;False;False;
CN1CCC=C(C2=NSN=C2SCCCCCl)C1;303.884;3.3681000000000028;0.0;5.0;29.020000000000003;6.0;True;True;False;True;
CN1CCC=C(C2=NSN=C2SCCC=C)C1;267.423;2.925200000000001;0.0;5.0;29.020000000000003;5.0;True;True;False;True;
CN1CCC=C(C2=NSN=C2SCCCC=C)C1;281.45000000000005;3.3153000000000024;0.0;5.0;29.020000000000003;6.0;True;True;False;True;
CN1CCC=C(C2=NSN=C2SCCCC#N)C1;280.42199999999997;2.6528800000000006;0.0;6.0;52.81;5.0;True;True;False;True;
CN1CCC=C(C2=NSN=C2SCCl)C1;261.803;2.5454000000000008;0.0;5.0;29.020000000000003;3.0;True;True;False;True;
CCCCCCSC1=NSN=C1C2CN3CC2CCC3;311.52000000000015;4.019700000000004;0.0;5.0;29.020000000000003;7.0;True;True;False;True;
CN1CCC=C(C2=NSN=C2SCCCCCCCCO)C1;341.54600000000016;3.682000000000002;1.0;6.0;49.25;10.0;True;True;False;True;
CN1CCC=C(C2=NSN=C2SCCCCC#N)C1;294.449;3.042980000000002;0.0;6.0;52.81;6.0;True;True;False;True;
CN1CCC=C(C2=NSN=C2SCCCC3=CC=CC=C3)C1;331.51;3.981900000000003;0.0;5.0;29.020000000000003;6.0;True;True;False;True;
CN1CCC=C(C2=NSN=C2SCCOCC)C1;285.43800000000005;2.3856;0.0;6.0;38.25;6.0;True;True;False;True;
CN1CCC=C(C2=NSN=C2SCC/C=C\CC)C1;295.4770000000001;3.7054000000000027;0.0;5.0;29.020000000000003;6.0;True;True;False;True;
CN1CCC=C(C2=NSN=C2SCCCCCC#N)C1;308.47600000000006;3.433080000000002;0.0;6.0;52.81;7.0;True;True;False;True;
CN1CCC=C(C2=NSN=C2SCC(CC)CC)C1;297.49300000000005;3.785300000000003;0.0;5.0;29.020000000000003;6.0;True;True;False;False;
CN1CCC=C(C2=NSN=C2SCCC3OCCO3)C1;313.4480000000001;2.1121;0.0;7.0;47.480000000000004;5.0;True;True;False;False;
CN1CCC=C(C2=NSN=C2SCC3CCCCC3)C1;309.50400000000013;3.929400000000003;0.0;5.0;29.020000000000003;4.0;True;True;False;False;
CN1CCC=C(C2=NSN=C2SCC3CC3)C1;267.423;2.759100000000001;0.0;5.0;29.020000000000003;4.0;True;True;False;False;
C=CCCCCSC1=NSN=C1C2CN3CC2CCC3;309.50400000000013;3.7957000000000027;0.0;5.0;29.020000000000003;7.0;True;True;False;True;
C=CCCCCCCSC1=NSN=C1C2=CCCN(C)C2;323.5310000000002;4.485600000000004;0.0;5.0;29.020000000000003;9.0;True;True;False;True;
CN(C1)CCC=C1C2=NSN=C2SCCCC#C;279.43399999999997;2.762500000000001;0.0;5.0;29.020000000000003;5.0;True;True;False;True;
CN(C1)CCC=C1C2=NSN=C2SCCCCCCC;311.5200000000001;4.319500000000004;0.0;5.0;29.020000000000003;8.0;True;True;False;True;
ClC1=NSN=C1C2(Cl)CN3CC2CCC3;264.181;2.3512000000000004;0.0;4.0;29.020000000000003;1.0;True;True;False;True;
CO/N=C1CN2CC/1CCC2;154.21299999999997;0.7144000000000001;0.0;3.0;24.83;1.0;True;True;False;True;
CN(C1)CCC=C1C2=NSN=C2SC3CCCC3;281.45000000000005;3.2917000000000023;0.0;5.0;29.020000000000003;3.0;True;True;False;False;
CN(C1)CCC=C1C2=NSN=C2SCCOCCOC;315.4640000000001;2.0120999999999998;0.0;7.0;47.480000000000004;8.0;True;True;False;True;
ClCCCSC1=NSN=C1C2=CCCN(C)C2;289.857;2.9780000000000015;0.0;5.0;29.020000000000003;5.0;True;True;False;True;
CN(C1)CCC=C1C2=NSN=C2SCCCCC=C;295.47700000000003;3.7054000000000027;0.0;5.0;29.020000000000003;7.0;True;True;False;True;
COCCSC1=NSN=C1C2=CCCN(C)C2;271.411;1.9955;0.0;6.0;38.25000000000001;5.0;True;True;False;True;
CN(C1)CCC=C1C2=NSN=C2CCCCCCCC;293.48;4.160000000000004;0.0;4.0;29.020000000000003;8.0;True;True;False;True;
CCCCCOC1=NSN=C1C2=CCCN(C)C2;267.398;2.8260000000000014;0.0;5.0;38.25000000000001;6.0;True;True;False;True;
CN(C1)CCC=C1C2=NSN=C2CC3CC3;235.35599999999997;2.2095000000000002;0.0;4.0;29.020000000000003;3.0;True;True;False;False;
CN(C1)CCC=C1C2=NSN=C2CCCCCCC;279.453;3.7699000000000025;0.0;4.0;29.020000000000003;7.0;True;True;False;True;
CN(C1)CCC=C1C2=NSN=C2CCC;223.34499999999997;2.2095000000000002;0.0;4.0;29.020000000000003;3.0;True;True;False;False;
CN(C1)CCC=C1C2=NSN=C2CCCCC;251.39899999999994;2.989700000000002;0.0;4.0;29.020000000000003;5.0;True;True;False;True;
CN(C1)CCC=C1C2=NSN=C2OCCCCCC;281.425;3.2161000000000017;0.0;5.0;38.25;7.0;True;True;False;True;
CN(C1)CCC=C1C2=NSN=C2OCCOCCOCC;313.42300000000006;1.6889;0.0;7.0;56.71000000000001;9.0;True;True;False;True;
CCCCCCOC1=NSN=C1C2=CC=CN=C2;263.366;3.5592000000000024;0.0;5.0;47.900000000000006;7.0;True;True;False;True;
CN(C1)CCC=C1C2=NSN=C2OCCOCCCC;297.42400000000004;2.4525000000000006;0.0;6.0;47.480000000000004;8.0;True;True;False;True;
CN(C1)CCC=C1C2=NSN=C2CCCCC=C;263.40999999999997;3.155800000000002;0.0;4.0;29.020000000000003;6.0;True;True;False;True;
CN(C1)CCC=C1C2=NSN=C2SCCOC;271.411;1.9954999999999998;0.0;6.0;38.25;5.0;True;True;False;True;
CN(C1)CCC=C1C2=NSN=C2OCCCCCC;281.425;3.2161000000000017;0.0;5.0;38.25;7.0;True;True;False;True;
CN(C1)CCC=C1C2=NSN=C2OCCOCCOCCCC;341.47700000000015;2.469100000000001;0.0;7.0;56.71000000000001;11.0;True;False;False;True;
CN(C1)CCC=C1C2=NSN=C2NCCCCCC;280.44100000000003;3.249200000000002;1.0;5.0;41.050000000000004;7.0;True;True;False;True;
CN(C1)CCC=C1C2=NSN=C2SCCCC;269.43899999999996;3.1492000000000013;0.0;5.0;29.020000000000003;5.0;True;True;False;True;
CN(C1)CCC=C1C2=NSN=C2CC(C)C;237.37199999999999;2.4555000000000007;0.0;4.0;29.020000000000003;3.0;True;True;False;False;
CN(C1)CCC=C1C2=NSN=C2SCCCCCCCC;325.54700000000014;4.7096000000000044;0.0;5.0;29.020000000000003;9.0;True;True;False;True;
CN(C1)CCC=C1C2=NSN=C2SCCC;255.41199999999998;2.759100000000001;0.0;5.0;29.020000000000003;4.0;True;True;False;False;
CN(C1)CCC=C1C2=NSN=C2OCCCCCC;281.425;3.2161000000000017;0.0;5.0;38.25;7.0;True;True;False;True;
CN(C1)CCC=C1C2=NSN=C2SC(C)=O;255.368;1.8956;0.0;6.0;46.09;2.0;True;True;False;True;
CN(C)C1=NSN=C1C2=CCCN(C)C2;224.33299999999997;1.323;0.0;5.0;32.260000000000005;2.0;True;True;False;False;
CN(C1)CCC=C1C2=NSN=C2OCCCC;253.37099999999995;2.4359;0.0;5.0;38.25;5.0;True;True;False;True;
CN(C1)CCC=C1C2=NSN=C2N3CCOCC3;266.37;1.0936;0.0;6.0;41.49000000000001;2.0;True;True;False;False;
CN(C1)CCC=C1C2=NSN=C2OCCOCC;269.36999999999995;1.6723;0.0;6.0;47.480000000000004;6.0;True;True;False;True;
CN(C1)CCC=C1C2=NSN=C2OCC;225.31699999999998;1.6557;0.0;5.0;38.25;3.0;True;True;False;False;
CN(C1)CCC=C1C2=NSN=C2OCCCOCC;283.397;2.0624;0.0;6.0;47.480000000000004;7.0;True;True;False;True;
CN(C1)CCC=C1C2=NSN=C2OCCCCCC;281.425;3.2161000000000017;0.0;5.0;38.25;7.0;True;True;False;True;
O=C(C1=CC=C2C(N=C(OCC)C(C(F)(F)F)=N2)=C1)C3=CC=CC=C3;346.308;4.278300000000002;0.0;4.0;52.08;4.0;True;True;False;False;
O=C1C([N+]([O-])=O)=C(N)N2C=CSC2=N1;212.19000000000003;0.24639999999999967;1.0;7.0;103.53;1.0;True;True;False;True;
O=C(C1=CC=C(N=C2C(F)(F)F)C(NC2=O)=C1)C3=CC=CC=C3;318.25399999999996;3.172900000000001;1.0;3.0;62.82;2.0;True;True;False;False;
CC1=NN=C(SCC(C(F)(F)F)=O)S1;242.24699999999999;2.0700200000000004;0.0;5.0;42.85;3.0;True;True;False;False;
CC(CC1=C(C(O)=O)SC(S(=O)(C)=O)=C21)(C)CC2=O;302.37300000000005;2.0049;1.0;5.0;88.50999999999999;2.0;True;True;False;False;
CC(CC1=C(C(O)=O)SC(S(=O)(C)=O)=C21)(C)CC2=O;302.37300000000005;2.0049;1.0;5.0;88.50999999999999;2.0;True;True;False;False;
O=C(C=P(Cl)(Cl)Cl)C1CC1;219.43499999999997;3.2467000000000006;0.0;1.0;17.07;2.0;True;True;False;True;
O=C1C(C(F)(F)F)=NC2=CC=CC=C2N1.CC(O)=O;274.19800000000004;2.0327999999999995;2.0;3.0;83.05000000000001;0.0;True;True;False;False;
BrC1=NC2=CC=C(C(C3=CC=CC=C3)=O)C=C2N=C1C(F)(F)F;381.15100000000007;4.642100000000001;0.0;3.0;42.85;2.0;True;True;False;False;
O=C1C(C(F)(F)F)=NC2=CC(C(C3=CC=CC=C3)=O)=CC=C2N1;318.2540000000001;3.172900000000001;1.0;3.0;62.82;2.0;True;True;False;False;
O=C(C1=CC=C2C(N=C(Br)C(C(F)(F)F)=N2)=C1)C3=CC=CC=C3;381.151;4.642100000000003;0.0;3.0;42.85;2.0;True;True;False;False;
O=C1C2=NN=C(C(F)(F)F)N2C3=CC(Cl)=CC=C3N1;288.616;2.2429999999999994;1.0;4.0;63.050000000000004;0.0;True;True;False;False;
CSC1C(C(C)=O)C(C)C(C(OCC)=O)S1;262.39599999999996;2.1952999999999996;0.0;5.0;43.370000000000005;4.0;True;True;False;False;
CSC1=NC=C(C#N)C(Cl)=N1;185.639;1.72358;0.0;4.0;49.57;1.0;True;True;False;False;
CSC1=NC=C(OC)C(Cl)=N1;190.65499999999997;1.8604999999999998;0.0;4.0;35.010000000000005;2.0;True;True;False;False;
IC1=CN=CNC1=O;221.985;0.37450000000000006;1.0;2.0;45.75;0.0;True;True;False;True;
O=C(C=P(Cl)(Cl)Cl)C1CC1;219.43499999999997;3.2467000000000006;0.0;1.0;17.07;2.0;True;True;False;True;
CS(C1=CSC(CO[Si](C)(C)C(C)(C)C)=C1)(=O)=O;306.525;3.6734000000000018;0.0;4.0;43.370000000000005;4.0;True;True;False;True;
CC(CC(C1C(SC)=S)=O)(C)CC1=O;230.35399999999996;2.2512;0.0;4.0;34.14;1.0;True;True;False;True;
CC(CC1=C(C(O)=O)SC(OCC)=C21)(C)CC2=O;268.33399999999995;3.0001000000000015;1.0;4.0;63.6;3.0;True;True;False;False;
CC(CC1=C(C(O)=O)SC(OCC)=C21)(C)CC2=O;268.33399999999995;3.0001000000000015;1.0;4.0;63.6;3.0;True;True;False;False;
CC(CC1=C(C#N)SC(S(C)(=O)=O)=C21)(C)CC2=O;283.374;2.1783799999999998;0.0;5.0;75.0;1.0;True;True;False;False;
OCC1=CC(S(C)(=O)=O)=CS1;192.261;0.6439000000000001;1.0;4.0;54.37;2.0;True;True;False;False;
O=C1C2=C(SCC(OCC)=O)SC(C(OCC)=O)=C2CC(C3=CC(Cl)=C(Cl)C=C3)C1;487.4260000000003;5.7995000000000045;0.0;7.0;69.67000000000002;7.0;True;True;False;False;
O=C(C1=CC=C(CN(C2=CC=C(C3CCCCC3)C=C2)C(NC4=CC=C(C(N(C5CC5)C6=O)=O)C6=C4)=O)C=C1)NC7=NNN=N7;604.671;5.496800000000004;3.0;7.0;153.27999999999997;8.0;False;False;False;True;
CC(CC(C1C(SC)=S)=O)(C)CC1=O;230.35399999999996;2.2512;0.0;4.0;34.14;1.0;True;True;False;True;
O=C1C2=C(SCC(OCC)=O)SC(C(OCC)=O)=C2CC(C3=CC(Cl)=C(Cl)C=C3)C1;487.4260000000003;5.7995000000000045;0.0;7.0;69.67000000000002;7.0;True;True;False;False;
O=C1OC(C(C=C2)=CC=C2C3=CC=CC=C3)=N/C1=C\C4=CC=C(OC(F)(F)F)C=C4;409.36300000000006;5.596700000000003;0.0;4.0;47.89;4.0;True;True;False;True;
O=C1N(C2=CC=C(C(O)=O)C=C2)C(C(C=C3)=CC=C3C4=CC=CC=C4)=N/C1=C\C5=CC=C(OC(F)(F)F)C=C5;528.4860000000002;6.784900000000004;1.0;4.0;79.2;6.0;False;True;True;True;
O=C(NCC(O)=O)C1=CC=C(OC(F)(F)F)C=C1;263.17099999999994;1.3996;2.0;3.0;75.63000000000001;4.0;True;True;False;False;
COC(CCNC(C1=CC=C(NC(OC(C)(C)C)=O)C=C1)=O)=O;322.36100000000005;2.3264999999999993;2.0;5.0;93.72999999999999;5.0;True;True;False;False;
O=C(NCC(OC(C)(C)C)=O)C1=CC=C(OC(F)(F)F)C=C1;319.279;2.6567000000000007;1.0;4.0;64.63;4.0;True;True;False;False;
OC(CCNC(C1=CC=C(NC(OC(C)(C)C)=O)C=C1)=O)=O;308.334;2.2380999999999993;3.0;4.0;104.72999999999999;5.0;True;True;False;False;
O=C(NCC(O)=O)C1=CC=C(C2=CC=CC=C2)C=C1;255.27300000000002;2.168;2.0;2.0;66.4;4.0;True;True;False;False;
O=C(NCC(OC(C)(C)C)=O)C1=CC=C(C2=CC=CC=C2)C=C1;311.38100000000003;3.4251000000000023;1.0;3.0;55.4;4.0;True;True;False;False;
[H]C(C1=CC=C(OCCCC(O)=O)C=C1)=O;208.21300000000002;1.7427;1.0;3.0;63.6;6.0;True;True;False;True;
O=C(/C(S1)=C/C2=CC=C(C(O)=O)C=C2)NC1=O;249.24699999999999;1.7087;2.0;4.0;83.47;2.0;True;True;False;True;
O=C(NC1=CC2=C(C=C1)NN=N2)OCC3C(C=CC=C4)=C4C5=C3C=CC=C5;356.38500000000005;4.318900000000003;2.0;4.0;79.9;3.0;True;True;False;False;
O=C(NCCCNC(OC(C)(C)C)=O)C1=CC2=C(C=C1)NN=N2;319.36499999999995;1.6024999999999994;3.0;5.0;109.0;5.0;True;True;False;True;
O=C(/C(S1)=C/C2=CC(C(O)=O)=CC=C2)NC1=O;249.24699999999999;1.7087;2.0;4.0;83.47;2.0;True;True;False;True;
[H]C(C1=CC(OCCCC(O)=O)=CC=C1)=O;208.21300000000002;1.7427;1.0;3.0;63.6;6.0;True;True;False;True;
O=C(NCCCN)C1=CC2=C(C=C1)NN=N2;219.24800000000005;0.03649999999999981;3.0;4.0;96.69;4.0;True;True;False;True;
O=C(/C(S1)=C/C2=CC=C(/C=C/C(O)=O)C=C2)NC1=O;275.285;2.1083000000000003;2.0;4.0;83.47;3.0;True;True;False;True;
O=C(/C(S1)=C/C2=CC(OCC(O)=O)=CC=C2)NC1=O;279.273;1.4739;2.0;5.0;92.69999999999999;4.0;True;True;False;True;
O=C(/C(S1)=C/C2=CC(OCCCC(O)=O)=CC=C2)NC1=O;307.32699999999994;2.2541;2.0;5.0;92.69999999999999;6.0;True;True;False;True;
[H]C(C1=CC=C(OCCCC(O)=O)C=C1)=O;208.21300000000002;1.7427;1.0;3.0;63.6;6.0;True;True;False;True;
O=C(/C(S1)=C/C2=CC=C(OCCCC(O)=O)C=C2)NC1=O;307.32699999999994;2.2541;2.0;5.0;92.69999999999999;6.0;True;True;False;True;
O=C(/C(S1)=C/C2=CC(Br)=C(OCC(O)=O)C=C2)NC1=O;358.16900000000004;2.2363999999999997;2.0;5.0;92.69999999999999;4.0;True;True;False;True;
CN(CC1)CCC1(C2=NC(C)=NO2)C3=CC=CC=C3;257.337;2.3897200000000005;0.0;4.0;42.160000000000004;2.0;True;True;False;False;
O=C(OC)C1=CC2C(S1)NC3=CC=CC=C32;233.292;2.325500000000001;1.0;4.0;38.33;1.0;True;True;False;False;
CN(CC1)CCC1(C2=NC(C)=NO2)C3=CC=CC=C3;257.337;2.3897200000000005;0.0;4.0;42.160000000000004;2.0;True;True;False;False;
CN(CC1)CCC1(C2=NC(C3=CC=CC=C3)=NO2)C4=CC=CC=C4;319.408;3.748300000000003;0.0;4.0;42.160000000000004;3.0;True;True;False;False;
O=C(OC)C1=CC2=C(S1)NC3=CC=CC=C32;231.276;3.169200000000001;1.0;3.0;42.09;1.0;True;True;False;False;
O=C(OC)C1=CC2=C(S1)NC3=CC=CC=C32;231.276;3.169200000000001;1.0;3.0;42.09;1.0;True;True;False;False;
CC1=C(C(OCC)=O)C(C2=CC([N+]([O-])=O)=CC=C2)NC3=CC=CC=C3N1;353.37800000000004;4.010600000000002;2.0;6.0;93.5;4.0;True;True;False;True;
OC(C1=CC2=C(S1)N(C)C3=CC=CC=C32)=O;231.276;3.0912000000000015;1.0;3.0;42.230000000000004;1.0;True;True;False;False;
CC1=C(C(OCC)=O)C(C2=CC([N+]([O-])=O)=CC=C2)NC3=CC=CC=C3N1;353.37800000000004;4.010600000000002;2.0;6.0;93.5;4.0;True;True;False;True;
OC(C1=CC2=C(S1)NC3=CC=CC=C32)=O;217.24900000000002;3.0808;2.0;2.0;53.089999999999996;1.0;True;True;False;False;
O=C(OC)C1=CC2=C(S1)NC3=CC=C(Br)C=C32;310.172;3.931700000000001;1.0;3.0;42.09;1.0;True;True;False;False;
CN(CC1)CCC1(C2=NC(C)=NO2)C3=CC=CC=C3;257.337;2.3897200000000005;0.0;4.0;42.160000000000004;2.0;True;True;False;False;
CN(CC1)CCC1(C2=NC(C)=NO2)C3=CC=CC=C3;257.337;2.3897200000000005;0.0;4.0;42.160000000000004;2.0;True;True;False;False;
O=CC1=CNC2=CC(C(OC)=O)=CC=C21;203.19699999999997;1.767;1.0;3.0;59.160000000000004;2.0;True;True;False;True;
O=C(C1=CC=CC2=C1OCC2)C3=NC=CC=C3;225.24699999999999;2.2475000000000005;0.0;3.0;39.19;2.0;True;True;False;False;
O=C(CN1C2=C(C=CC=C2)C3=C1C=CC=C3)OCC;253.30099999999996;3.3576000000000015;0.0;3.0;31.23;3.0;True;True;False;False;
